reportingNode,reportTs,eventTs,eventType,hMcc,hMnc,hashedImsi,vMcc,vMnc,rat,cellName,gsmLac,gsmCid,umtsLac,umtsSac,umtsRncId,umtsCi,lteEnodeBId,lteCi,cellPortionId,locationEstimateShape,locationEstimateLat,locationEstimateLon,locationEstimateRadius,crmGender,crmAgeGroup,crmZipCode,presencePointId,groupPresencePointId
reportingNode89,1596233990745,1602659024765,1,240,10,9CE96A6F5BDFEA9,240,10,1,,,,,,,,,,,,,,,3,1,57675,,CRLF
reportingNode88,1605063678972,1603492814293,1,240,10,F62DF0EA1CF140C,240,10,1,,,,,,,,,,,,,,,3,1,88768,,CRLF
reportingNode87,1602034221518,1594968865480,1,240,10,346C25E97D6E392,240,10,2,,4204,240104204,,,,,,,,,,,,3,1,79633,,CRLF
reportingNode45,1597742189325,1606182014828,1,240,10,59DD31B1AF4487A,240,10,0,,,,,,,,,,,,,,,2,1,10257,,CRLF
reportingNode9,1594064238858,1598131253469,1,240,10,22C6ACD1F91AFBE,240,10,1,,,,,,,,,,,,,,,2,1,40525,,CRLF
reportingNode98,1601213937030,1607573794081,1,240,10,7CA629C6446F05A,240,10,0,,,,,,,,,,,,,,,1,3,29208,,CRLF
reportingNode33,1604132585211,1610032421989,1,240,10,2563F9127A7E60C,240,10,1,,,,,,,,,,,,,,,3,5,36658,,CRLF
reportingNode45,1602959894788,1609818896981,1,240,10,876F41BC968FC78,240,10,1,,,,,,,,,,,,,,,2,5,32971,,CRLF
reportingNode25,1602442886812,1597522358478,1,240,10,CD9E02DF5E1D62F,240,10,1,,,,,,,,,,,,,,,3,3,57288,,CRLF
reportingNode30,1605531590832,1605104448755,1,240,10,E165C7F099498AF,240,10,1,,,,,,,,,,,,,,,1,2,60805,,CRLF
reportingNode39,1599115041824,1602489623895,1,240,10,CB97A54BD323BD7,240,10,1,,,,,,,,,,,,,,,1,3,40256,,CRLF
reportingNode45,1610227882960,1596826755750,1,240,10,7FC18A54DC40D39,240,10,1,,,,,,,,,,,,,,,2,1,26898,,CRLF
reportingNode26,1602346431675,1611917651837,1,240,10,F814307BA974714,240,10,2,,6893,240106893,,,,,,,,,,,,2,1,66566,,CRLF
reportingNode85,1610580161250,1598232184379,1,240,10,3FA97AA79171B91,240,10,0,,,,,,,,,,,,,,,2,2,23715,,CRLF
reportingNode68,1604974804230,1595196958352,1,240,10,C3176EC00619A11,240,10,3,,,,24010E790,29481,333,29481,,,,,,,,2,2,27158,,CRLF
reportingNode43,1596506291856,1600310126361,1,240,10,C7926B93F76C731,240,10,2,,BDAE,24010BDAE,,,,,,,,,,,,2,6,72461,,CRLF
reportingNode35,1593764521979,1611095875053,1,240,10,62923105752E86E,240,10,2,,C531,24010C531,,,,,,,,,,,,3,4,97086,,CRLF
reportingNode41,1594695279026,1599104980903,1,240,10,93D2EEC000E94D2,240,10,3,,,,24010A425,39431,835,39431,,,,,,,,1,4,31893,,CRLF
reportingNode49,1602788819290,1614361163234,1,240,10,00AC317292998F8,240,10,3,,,,24010FE39,34101,307,34101,,,,,,,,3,5,85791,,CRLF
reportingNode10,1596944247371,1609134071363,1,240,10,D0F09E63DE480DC,240,10,1,,,,,,,,,,,,,,,2,3,98390,,CRLF
reportingNode41,1597932313744,1599367304269,1,240,10,8B17315A65C12CD,240,10,2,,43F3,2401043F3,,,,,,,,,,,,2,1,82828,,CRLF
reportingNode60,1597876141795,1595383611206,1,240,10,09ABDB318C1F7DF,240,10,0,,,,,,,,,,,,,,,1,4,78622,,CRLF
reportingNode66,1602452369418,1599527314817,1,240,10,F6649104601CBDD,240,10,1,,,,,,,,,,,,,,,2,4,36338,,CRLF
reportingNode29,1594650476301,1600707810249,1,240,10,F40BA1F943F0A72,240,10,0,,,,,,,,,,,,,,,1,4,40003,,CRLF
reportingNode25,1607014103294,1596745111408,1,240,10,C45A58F0359DC2A,240,10,1,,,,,,,,,,,,,,,3,6,71840,,CRLF
reportingNode90,1611413700779,1603104915186,1,240,10,0A0A6C2E9264232,240,10,3,,,,24010C4DE,33842,598,33842,,,,,,,,1,1,72510,,CRLF
reportingNode60,1606371987157,1613928058808,1,240,10,989EDA37340E43D,240,10,2,,471F,24010471F,,,,,,,,,,,,1,3,91799,,CRLF
reportingNode96,1603402515485,1606033624739,1,240,10,E518141A996D2FA,240,10,2,,5A84,240105A84,,,,,,,,,,,,3,6,52234,,CRLF
reportingNode76,1599378032376,1611302775900,1,240,10,4099F2F2848A0BA,240,10,0,,,,,,,,,,,,,,,2,1,20311,,CRLF
reportingNode77,1597947807601,1599951726084,1,240,10,9033E51D91081F3,240,10,2,,5D26,240105D26,,,,,,,,,,,,3,4,84339,,CRLF
reportingNode2,1597871865460,1606391702342,1,240,10,D57AAFD4CB0A32D,240,10,0,,,,,,,,,,,,,,,1,1,13810,,CRLF
reportingNode31,1594981441370,1599351722916,1,240,10,FFB044A62991CC8,240,10,0,,,,,,,,,,,,,,,2,5,43950,,CRLF
reportingNode57,1603164118976,1594401065078,1,240,10,92E11D3ED992F70,240,10,3,,,,24010F176,14120,154,14120,,,,,,,,2,2,96472,,CRLF
reportingNode88,1605775006615,1609947418495,1,240,10,D541811B4776A65,240,10,0,,,,,,,,,,,,,,,1,6,57089,,CRLF
reportingNode81,1613248285391,1605699344930,1,240,10,785DF9974779B09,240,10,3,,,,240107345,26727,607,26727,,,,,,,,2,2,18698,,CRLF
reportingNode84,1612927660950,1610594651741,1,240,10,2809008CC642B10,240,10,3,,,,2401007F9,83795,607,83795,,,,,,,,2,5,86883,,CRLF
reportingNode89,1605557668095,1613673535239,1,240,10,136DCE8BBDAFAA6,240,10,2,,93E2,2401093E2,,,,,,,,,,,,3,5,64796,,CRLF
reportingNode60,1604284424692,1596194207150,1,240,10,3104BC45E4F012B,240,10,2,,014B,24010014B,,,,,,,,,,,,1,5,10465,,CRLF
reportingNode43,1598827238547,1613968678791,1,240,10,54A9E89D9FBFDD4,240,10,2,,5DB1,240105DB1,,,,,,,,,,,,1,3,42908,,CRLF
reportingNode15,1613355873285,1593288658508,1,240,10,4783FB5B813EE66,240,10,1,,,,,,,,,,,,,,,3,2,65049,,CRLF
reportingNode2,1600566795001,1594077550679,1,240,10,3F49D924DC504C0,240,10,0,,,,,,,,,,,,,,,2,4,48580,,CRLF
reportingNode20,1604342332521,1608598961138,1,240,10,1E69F4AAEEDA8A3,240,10,3,,,,240108188,56276,716,56276,,,,,,,,1,1,43220,,CRLF
