reportingNode,reportTs,eventTs,eventType,hMcc,hMnc,hashedImsi,vMcc,vMnc,rat,cellName,gsmLac,gsmCid,umtsLac,umtsSac,umtsRncId,umtsCi,lteEnodeBId,lteCi,cellPortionId,locationEstimateShape,locationEstimateLat,locationEstimateLon,locationEstimateRadius,crmGender,crmAgeGroup,crmZipCode,presencePointId,groupPresencePointIdCRLF
reportingnode11,1593732877000,1601011066000,1,240,24,1U5K58G0G454R1R0,240,2,T3,48,443262,0,0,0,0,0,0,0,0,0,0,0,3,1,48356,0,0,CRLF
reportingnode77,1592032101000,1603421135000,1,240,24,7N7P07P1I755T6V5,240,2,A3,63,638885,0,0,0,0,0,0,0,0,0,0,0,2,1,48398,0,0,CRLF
reportingnode33,1606895936000,1618770061000,1,240,24,2E4N95B4H002O8U0,240,2,U5,81,121747,0,0,0,0,0,0,0,0,0,0,0,2,4,23110,0,0,CRLF
reportingnode23,1606142136000,1593292083000,1,240,24,4D9Z02L0I465G6P7,240,2,Y3,52,241419,0,0,0,0,0,0,0,0,0,0,0,0,4,87772,0,0,CRLF
reportingnode99,1616387359000,1613713395000,1,240,24,5K4G99G7Z456T2H6,240,2,L7,72,129441,0,0,0,0,0,0,0,0,0,0,0,2,5,93727,0,0,CRLF
reportingnode35,1611173635000,1601348874000,1,240,24,2S5G12D8K094I1J3,240,2,B0,72,623726,0,0,0,0,0,0,0,0,0,0,0,1,5,46477,0,0,CRLF
reportingnode33,1613517792000,1622014843000,1,240,24,4Z8R44S2P271Z0Z2,240,2,Y4,97,439679,0,0,0,0,0,0,0,0,0,0,0,0,1,91238,0,0,CRLF
reportingnode36,1609072358000,1604290187000,1,240,24,3Z0Q77U9J344S7W8,240,2,D7,66,735779,0,0,0,0,0,0,0,0,0,0,0,2,3,54424,0,0,CRLF
reportingnode17,1610414158000,1591474746000,1,240,24,9R7H09Q0E786O5J2,240,2,O9,74,468516,0,0,0,0,0,0,0,0,0,0,0,0,5,79537,0,0,CRLF
reportingnode58,1593580000000,1608273832000,1,240,24,3E7B38H8M861T4O2,240,2,Q7,28,624394,0,0,0,0,0,0,0,0,0,0,0,1,4,28975,0,0,CRLF
reportingnode59,1593573478000,1617686733000,1,240,24,1D0Z99U7E359P1E4,240,2,G7,53,724413,0,0,0,0,0,0,0,0,0,0,0,0,3,12867,0,0,CRLF
reportingnode10,1613041313000,1610070875000,1,240,24,3C3D48S7M742T5R1,240,2,R6,28,304756,0,0,0,0,0,0,0,0,0,0,0,0,4,71799,0,0,CRLF
reportingnode03,1605025247000,1616373400000,1,240,24,9F4J33W5F791Z3Z7,240,2,F6,14,668958,0,0,0,0,0,0,0,0,0,0,0,3,1,41459,0,0,CRLF
reportingnode44,1612314741000,1606593027000,1,240,24,3K3J05S6Q763P6V1,240,2,J5,35,070273,0,0,0,0,0,0,0,0,0,0,0,0,2,12008,0,0,CRLF
reportingnode86,1612938896000,1602117521000,1,240,24,7G3O57J5N728W4K7,240,2,V2,20,422112,0,0,0,0,0,0,0,0,0,0,0,3,6,61287,0,0,CRLF
reportingnode22,1612501453000,1614529541000,1,240,24,1B9P61I2R503S4H9,240,2,M9,84,124899,0,0,0,0,0,0,0,0,0,0,0,0,0,21457,0,0,CRLF
reportingnode27,1593523856000,1612314943000,1,240,24,8O6K53Q2Z300W2J6,240,2,A4,56,809779,0,0,0,0,0,0,0,0,0,0,0,0,3,15216,0,0,CRLF
reportingnode91,1608907692000,1591573318000,1,240,24,3O2T40J7J828M7S0,240,2,A9,59,589746,0,0,0,0,0,0,0,0,0,0,0,3,2,67674,0,0,CRLF
reportingnode68,1613828407000,1600300990000,1,240,24,3H5R20T4Z257G2R1,240,2,V2,36,256384,0,0,0,0,0,0,0,0,0,0,0,2,1,25760,0,0,CRLF
reportingnode31,1609036535000,1603333533000,1,240,24,8D6I56O9X924X9S4,240,2,W8,96,564529,0,0,0,0,0,0,0,0,0,0,0,1,0,90592,0,0,CRLF
reportingnode22,1621534413000,1593093900000,1,240,24,7G1C02B3Y285Z6G4,240,2,F1,94,306339,0,0,0,0,0,0,0,0,0,0,0,0,5,47135,0,0,CRLF
reportingnode25,1595405829000,1599652443000,1,240,24,6C3I63Y8I070X7A2,240,2,N4,97,890338,0,0,0,0,0,0,0,0,0,0,0,3,0,20994,0,0,CRLF
reportingnode66,1601588608000,1607809996000,1,240,24,8O6C26I8C269O2J2,240,2,K8,43,862212,0,0,0,0,0,0,0,0,0,0,0,2,6,95874,0,0,CRLF
reportingnode54,1594605060000,1613241965000,1,240,24,1K1C08U4W328I6O5,240,2,W2,27,511075,0,0,0,0,0,0,0,0,0,0,0,1,1,45377,0,0,CRLF
reportingnode31,1603156617000,1595121582000,1,240,24,9V5B08B4O643I7V4,240,2,H6,2,730171,0,0,0,0,0,0,0,0,0,0,0,3,6,89259,0,0,CRLF
reportingnode72,1593194720000,1596187789000,1,240,24,8C7L95K4C703S3C0,240,2,C1,1,224832,0,0,0,0,0,0,0,0,0,0,0,3,0,18362,0,0,CRLF
reportingnode80,1591921260000,1590756710000,1,240,24,4I0F84W3Z122P5K7,240,2,U3,43,143572,0,0,0,0,0,0,0,0,0,0,0,3,4,59199,0,0,CRLF
reportingnode55,1621467349000,1614433617000,1,240,24,1W7W46A0F638G1G1,240,2,U8,67,255070,0,0,0,0,0,0,0,0,0,0,0,0,1,15389,0,0,CRLF
reportingnode39,1609912840000,1606314520000,1,240,24,9F1R15C9K978X1D0,240,2,B4,28,298665,0,0,0,0,0,0,0,0,0,0,0,0,2,20365,0,0,CRLF
reportingnode78,1612904260000,1606842328000,1,240,24,9V0J03O8A578S5F5,240,2,T5,80,389554,0,0,0,0,0,0,0,0,0,0,0,2,2,45644,0,0,CRLF
reportingnode28,1615202681000,1619755018000,1,240,24,6M9C44P4U296A8O8,240,2,Y5,9,507851,0,0,0,0,0,0,0,0,0,0,0,2,4,61808,0,0,CRLF
reportingnode33,1607887447000,1609197325000,1,240,24,0S3H67J1Z833I8F8,240,2,Q3,28,495449,0,0,0,0,0,0,0,0,0,0,0,1,0,94699,0,0,CRLF
reportingnode26,1606993125000,1592239521000,1,240,24,9V8J08X0I427J0T8,240,2,X0,69,481359,0,0,0,0,0,0,0,0,0,0,0,3,1,37382,0,0,CRLF
reportingnode09,1617672604000,1616998489000,1,240,24,2Z8Z16Y6R925R6B9,240,2,K6,33,370856,0,0,0,0,0,0,0,0,0,0,0,0,0,22302,0,0,CRLF
reportingnode58,1609502124000,1605492246000,1,240,24,2M5P71A5Z436K1I5,240,2,I4,48,403712,0,0,0,0,0,0,0,0,0,0,0,0,6,93939,0,0,CRLF
reportingnode53,1615933534000,1616338042000,1,240,24,8R7C85Q6H558T7O5,240,2,L2,21,483117,0,0,0,0,0,0,0,0,0,0,0,1,2,54812,0,0,CRLF
reportingnode92,1611696632000,1599005965000,1,240,24,7G8G97L6F922X4H2,240,2,D2,17,446428,0,0,0,0,0,0,0,0,0,0,0,3,4,98218,0,0,CRLF
reportingnode70,1614615713000,1609582745000,1,240,24,7V8X85W9E737Z1N3,240,2,D5,60,208130,0,0,0,0,0,0,0,0,0,0,0,3,2,79934,0,0,CRLF
